Type,"Attachments (Downloadable, Expand)",Category,Full Prompt,ID
"Midjourney 🎨 , ","metricsmule_Navy_SEAL_in_soaked_tactical_gear_face_streaked_w_4ad97b8d-07d1-4db8-a1ba-a780683cce97_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/R1IYWHvOqSA_mhd_aaEM0A/aLgdFJZR3FE3FZH94dE7ICxEqTcvf9132y8kSOaBeJtppQ4l92tRJGTTsbhGbINlqvdz8daXlswWKoRxTo8f_w3CkNgPXsjYsDOisgDy0e7xlluI_LbAx6j14dSoLhSh6CpNGGmHfBAod_XS_MSSwFnpUcoT4_KEZjgj566fPF7bl961rPzIXZ8KKAqY6lzQLbWLKuROz5PNQ17nnV3RGnH8qJjQBQjl5TqygB9ArUoPMCVPpVRj8-MbT20-16X7heWwZm_38-mzOvO7g_SAPA/Au4Uei1X_Jta2cr2hHo7gAiKHP1MNVBqgHd7KLBDWc8),metricsmule_Navy_SEAL_in_soaked_tactical_gear_face_streaked_w_4ad97b8d-07d1-4db8-a1ba-a780683cce97_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/EtvRxEHS4mQEb5m3XcMzpA/VsKj3i65wlQxTLizKcgpvfAXgah8t6dqB45w2oqVhPeUgkAs_6oCyPdHzcGqR6s2Kw2GrUoRR8huXYhqkBXIwZRoVpmwM-hYJFA8oOuW4hrpOJtDPzCAKdEc9dc-8z25raMqaYNR7lE0eedmYhgR1KCmkbK9k-0k6GZqsHVMpVAoIRBmO8jhVtw3xVugFRt-OMKPuNvleVPVe7nicl9aao1SAY6ekpx8NcJK0J3ylMrqXttDdDzC6LPIK_8olF8d_KrVDVWAp5l4LmZPT6K9Eg/K45ygCDFBxJfStJxJCy9OO9wnwtP22tAZUlAwSfv95E)",Midjourney,"Navy SEAL in soaked tactical gear, face streaked with mud and rain, lightning illuminating dense jungle canopy. Meta realism: stills archive, warnerbros .com, production still, RAW.16bit.ACEScg.4444XQ, C0001.R3D. Shot on Canon EOS R5 + RF 85mm f/1.2L, RED V-RAPTOR 8K VistaVision. Lighting: thunderstorm backlight, neon-blue rim, volumetric rainfall diffusion, HDR10+. Context: deleted scene frame from a Ridley Scott war epic, behind-the-scenes plate.",1185
"Midjourney 🎨 , ","metricsmule_Generate_a_hyper-realistic_cinematic_image_of_a_f_50928665-f48c-4c5f-89f0-8772d76c2d08_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/ZJsMmhW1vZHRqg__rjgr3g/FqJJkXJQHOMT0NWSlLkPMODBgjU84O6Q4AABlG4VS9HvrNW0wwEvkmQowmCinrI9HgJ-PzrtXHkNbqLGj5phyE0H7UUA6EgEh9EAGmJnxkJ3jq66FbOa5KWosLV2rg03Do1xX5jbFoT1ik6gQyI34WYe9t7RmgvKuW9lVAveRcFno_IpzTX8XG2dmNuzyv2cw3uIx-RLBg9K6-wViUnyqKU5y-NH2OWMul_RsYkkH_qlNOYp177e89b-PMB4MrD7sN6AQzQwBalQ6eX9PHRKTQ/sUDW63mlhGC-zPFw_Vgp_-gPRITHVb73jIyRrn7YPto),metricsmule_Generate_a_hyper-realistic_cinematic_image_of_a_f_50928665-f48c-4c5f-89f0-8772d76c2d08_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/U5Yo321xObxgDf0MlsQxrQ/1B2WyrruRg2AO7hYtm4f3SzPobhlNCQuEVDp8EXVCDCuvBzqeIUGG_42y1Zjxqwg0OuTG9HoZVdmlD8qxg4_u_d5DQoSqDevj_sVzx2VFYMkLNYBaPdI7_gxemXlDEJf85vYIBfzjXJBHDKz1lvYVDq7o7xOh2P-O5w9Q9QNakIqumJdeizULomaipWtkcRUuEzKVB1J28BmpRvhoqdfcYAEYcrUPWLjwXe0X-VDJIJBWCKGE9Jj58MoXrFLK7f1B0p5kx2gw-p1F9W0sRg2-A/KDLmrSLmcHMnr836U-oWwr4BgL7oPWFCHCmGs0ejIz8)",Midjourney,"Generate a hyper-realistic cinematic image of a futuristic motorcyclist in a neon-lit city street. The rider wears a black chrome helmet with glowing visor and armored leather jacket, standing beside a matte-black cyberbike with illuminated wheels. Environment: rain-soaked asphalt reflecting neon kanji signs, fog rolling low across the street. Shot on RED V-RAPTOR 8K + Panavision 40mm anamorphic, simulated as C0001.R3D, 8K_HDRi, RAW.16bit.ACEScg. Lighting: cold cyan rim light, magenta glow from street signage, cinematic contrast with reflective puddles. Styled like a deleted Denis Villeneuve production still, filename: C0002.R3D, metadata stripped.",1184
"Midjourney 🎨 , ",metricsmule_a_hyper-realistic_cinematic_image_of_a_battle-har_d3f71627-852a-41d2-bf05-ffff6b2159b4_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/NhOfSocWrsXPOtQXo3tq7Q/tKrCixkzQU42QDsm7-V154kM4qrjcmeoz3wvixxCbzs-U65ZDEPDe-7_0wrIqP2XxgB4w72xfUmudTaIZZYRZWYNlh2LBmxFJxqLOrkXlN8VLWaMaELxKlxUiFJ2s8loSa3_TQJey-YReBoJZn1SlnTlllYn2ikPy1kShjkVqZkHUadl19QpLzBOFkQhexmins0jEAdScwRKhPxWO_j3gD6NgNHPMl6blWsMvrHmYiQ7AJE0q0zu7BzU0kHUEob5mW_nNK2IH6gmUlgLoZmveg/UN_7cFALrElhfTqq7SqH9yiOvWQD9THIXXB84z16O7Q),Midjourney,"a hyper-realistic cinematic image of a battle-hardened Navy SEAL, mid-30s, muscular build, drenched in rain, wearing modern tactical gear with night-vision goggles flipped up, mud-streaked camouflage, and a soaked Kevlar vest. He grips an M4 carbine with tactical light, crouched low on a jagged mountain ridge. The environment: severe thunderstorm over the high-altitude mountains, black clouds tearing open with violent lightning strikes, sheets of rain cascading, mist rolling across sharp granite cliffs, rivulets of water glinting in the strobing flashes. Camera & Format: Shot on ARRI Alexa 65 + Panavision T-Series 40mm anamorphic, simulated as C0001.R3D, 8K_HDRi, RAW.16bit.ACEScg.4444XQ. Lighting & Mood: Harsh white lightning bolts backlight his silhouette, rain streaks frozen in midair like glass shards. Foreground rim-lit with blue storm glow, secondary flicker from tactical flashlight catching water spray, cinematic contrast with near-black shadows. Styling Tricks: Looks like a deleted Ridley Scott production still from a classified war epic. Graded as raw, unpolished film dailies. Environmental realism heightened with VFX pre-visualization plate metadata cues. End tags: filename: C0002.R3D from a lost Ridley Scott storyboard, 2005 VFX plate, ungraded RAW archive",1183
"Midjourney 🎨 , ",metricsmule_a_hyper-realistic_cinematic_image_of_an_astronaut_3ec07b30-2c47-4396-93a8-0aedf282e48c_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/lDyjah1m_dsd6afdDyD2Pg/w0qvz15TGZSfmAvr2dEGZjpD9DBehDE62VscVRmnb-7BK65n3vfd-9k2S6My6R4XR55uouQYC8rA1pLYKiphqHEKg7bKwcHm_AmY9wcEJNg5SPHAEnEcDC8uA3mONWvgUZG7UtrqyQgkqKHFmFpR87xjlerUtRhxxDpX88PFP6snvpRHoTuEDK8opCiMEypxUTe97Pr4GVZtmFDaciNYcgoSdsCEciccufUnxN9AWIyvlBxKTx19AsW4QA6qIZM3NG98ES4FHNe3Nm4pehQvgQ/G3U8_t-Up9Kwur1j7fZyQW45D4up7_0H-fEFJVRQQHA),Midjourney,"a hyper-realistic cinematic image of an astronaut walking alone across the rust-red Martian desert at sunset, dust plumes curling around his boots, the horizon glowing in burnt orange haze as a distant storm brews. His reflective visor catches the last rays of fading light, the suit weathered with scratches and subtle frost buildup. Shot on ARRI Alexa 65 + Panavision T-Series Anamorphic 40mm, simulated in C0001.R3D, IMG_9854.CR2, ProRes_4444XQ, RAW.16bit.ACEScg. Lighting is golden-hour low sun with chiaroscuro rimlight and volumetric haze, casting long dramatic shadows across the cracked terrain. Styled like a deleted Ridley Scott production still, stills archive, warnerbros .com, editorial_stills_archive, lost film archive. filename: C0002.R3D, from a forgotten NASA cinematic storyboard",1182
"Midjourney 🎨 , ",metricsmule_A_beautiful_woman_with_striking_blonde_hair_and_p_c40673c9-85f8-460d-a348-7490bebbeced_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/0oRqtkBCW9jsZsC6tAZMrw/0iNSMdz92ERAXwntQp7noAhXkv960FwgeQyAmD8AWPDytRNPOoI453asoRqnsR8zZiID13qrj39X4S1ytS5PmgEEKy-Q4_IwA7oxVPSEcHbtYv9yn4_bRomEkGOAn6li1OsUGdioPIM1gPVd4jsLLsQuLVo_C4eplNIYBnjBxV7bpVcoNYNXRrMJ1ewM_CVmKoONSM6mkK1KFZioFZJgDFyH2YidYQ64WUox1aRcnRVcKGfffTwUr4b53bhJjzI49xVLgjGfuSSwrAxVjeExgA/PSqlJbQIItu_hVyxiRuey0-UGdNu8-l-VfuFALbou3Q),Midjourney,"A beautiful woman with striking blonde hair and piercing eyes walks briskly through a dystopian mega city under torrential rain, her soaked leather trench coat clinging against flickering neon signs. The camera captures raw details of raindrops on her face, blurred traffic lights in the distance, and the grit of the wet asphalt. Shot on Sony Venice 2 + Zeiss Supreme Prime 50mm T1.5, IMG_2985.HEIC, uncompressed RAW still, stills archive. Natural window glow mixes with harsh LED spill, evoking a documentary realism. filename: C0004.R3D, Netflix docu-grade metadata.",1180
"Midjourney 🎨 , ","metricsmule_A_beautiful_woman_with_striking_blonde_hair_and_p_8fbd9501-ee49-4897-a465-f99354011294_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/UGwNMpLZBG6imusov1GnTQ/EFK29T0-M_H0QK0gd53Z9xUeXSwTSxRnhF5uuM5C-Jj-Xym6BPXD9FOP0S-Dq4Jbom6so_BwmC1xgnsdH2LMu8jP6UBU_XbW0_qQU8rQNmGYeG1vR962MSfySK0GixnxZNjo4uBey9naBcbJOX03y7wYAQNmZvycxlG5WQ67fNaiSDjhVZodTbu10dWH3LbmUu24xD5UdYMcnNWIQOj6vgAQ1c_3JrbdCX5pUwURv_Rsobggve2koIO5SWEGJG1rwgoTkMPlPNMAjTKiTqHwOA/m9NwVmpK-Mz75yCkP5OkfpxW4Takn8lMkQL2y9o0QMg),metricsmule_A_beautiful_woman_with_striking_blonde_hair_and_p_8fbd9501-ee49-4897-a465-f99354011294_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/qe39Ohs5arlIwqaMVR2pkw/wIfMapmXBhqnmDRPjXn1RAcF8eRQ1YELyvEA9ww_97_tQEfPDHMLznbiVc-cca2sBhh-GjrDKh8qgZJ2OYF5l_0JPqxZ6nt58xJqPymJ9UH8YxZoQ8K8BOcMAkHklZyBVVELF3DxjBgdU_-PURtGOBGmQcj9Ud2T4RkQsp4MCdmEvEx_PsqNqJc1PAW2YRbaGEc3IRcRxXtnF-DrXD50JF0UdPlH61hV5qM8kqRi4B-DxoBkGWposjOpvPQbQE08CYrCnYx0Tlnj_aOMIkM5cA/HAq9tmVurK8ZO4g8-VpLLfc5gBm06_13Lxbu0SoHSvE)",Midjourney,"A beautiful woman with striking blonde hair and piercing eyes walks briskly through a dystopian mega city under torrential rain, her soaked leather trench coat clinging against flickering neon signs. The camera captures raw details of raindrops on her face, blurred traffic lights in the distance, and the grit of the wet asphalt. Shot on Sony Venice 2 + Zeiss Supreme Prime 50mm T1.5, IMG_2985.HEIC, uncompressed RAW still, stills archive. Natural window glow mixes with harsh LED spill, evoking a documentary realism. filename: C0004.R3D, Netflix docu-grade metadata.",1178
"Midjourney 🎨 closeup, Person, ","metricsmule_Leica_Summilux_close-up_natural_soft_diffusion_Re_78cd869b-13d6-4a33-94f8-b2e6ff93fc09_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/xXlWYZNMNqSJ_chXzi2QdA/BbYEpQXEon9thzApiIe0Mcr76rr6rXYa3yf1VeOzX6Anod-tJmRc2RvZZDMahMa8qDe7Ev4T8caGmkAsovWremlkn7-QOHSBshuAf7pL9OY56jtON1B3u3aztOO2Tno4I6uSwUbb0mqRt5MrvRrUg8BqNFGL1r-pnJYx59u7dSuWBqaMTrr6od4pCGfzTvzzlLzCkoSZrEqVFvsIg89PHN1hYBEpob1LhxBZ3_lHXmb8sKmV56esokmEDKEtwDQ88a22Y1wUTbxydXxlNOGOYQ/Z5cVKplKtLoUl72pccnfORtKFgtOKjSbjqLh5CnQrxM),metricsmule_Leica_Summilux_close-up_natural_soft_diffusion_Re_78cd869b-13d6-4a33-94f8-b2e6ff93fc09_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/Y1ha5yVIbzPRYpXZFUAArg/dVrOxOkE3XsHFWXNtttQUY6bCsRQ02rMB0cF3jAsSRF0BmWziPnIDqOsMiiDIJkU7ZxM-I3D-KPX28GEfpnPxK2l7BytuIVKJufE_wDK7Na2GY5MaSMu8l8IR9NJE3ioj4OkkFYOWqhEgQLmkuS0o4D5ACrMXGKGLOSfirW-cscEXCz0b9zozw6NlHbSEOmfKwq-jXbqV2bDyZqPMl-dsr83I3xVW7jX2ClQedCBtC9oYlGC5wAp9QmOpj1fUeU-LsSalMDkLxSX8cDCLL46dA/QecQnjRaQjg3v-zxQ-Z3VG0mQVrwWgppb7QbybADFDE),metricsmule_Leica_Summilux_close-up_natural_soft_diffusion_Re_78cd869b-13d6-4a33-94f8-b2e6ff93fc09_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/ohcHLZQpbdvSAPnFOLUaLg/JQYwBCBLvCATfoTrOs8o_lFjavcdJRead2jS1HqVIl3dhQZZJ_Vkzt_X3wQ1iyyac2sqOQ-x-w9jiV3FXiPm2j55G9G2-vUycpDvHleyxr6jqRuH0COJfV7ixwR09hJAm0uVaTVcHfZTvwD4sPfIQCSBIWJT67RI2Dn7-UPzPsiyDsfLsxN8gdBl-GNwP-GTQqwVDQjniHTDIbjaUR2FH5vaG5H7JS51VOS9hvWGR2ZFPQ_VxRgLvVmedhlGT_Lh_Ad-dSWSXTqp4TsxkruIIQ/hX-5scaR7RMkJUP46RQdJqxXMhO9ivl8a5qJO5XDKDk)",Midjourney,"Leica Summilux close-up, natural soft diffusion: Realistic image of a Modern Soldier in action during winter mountain raid in the mountains ,front view, waist portrait",1175
"Freepik 🎨 closeup, Person, fantasy, ",freepik__cinematic-still-from-a-fantasy-film-high-contrast-__66513.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/yF3hu5NZgyDzuwgS3AdoGA/lLWbzX3VzNXamk8i0-qYO6FClRwmcWqyuG229NbrM1snKmPyIZ0EM1d9VxzAJ0EOqLG4mVLJaUzT4sVS4gGVqZcNnxFVGfoziRqjM1TPjx0-GBjF0ajoBkNU1Zn9YDJo2elkXHjgitH0I6Z-O64YU6GxOpH58qCcZOS_iW5aYRHZEdM2kXuImw86FaLc9EenB7rPbtPlDbdRhVd7y-TLDFgcFPpg361raEdpvPDMbJ4/QeJdFEn3yxWZXsYOYFFsjSd854pGEjwOklirbJd28fA),Freepik,"cinematic still from a fantasy film, high contrast, anamorphic lens flare from the lantern, realistic reflections of other worlds in her eyes, detailed interior with polished brass and dark wood, atmospheric, moody lighting, shot on Arri Alexa 65.",1172
"Midjourney 🎨 , ",metricsmule_A_high-resolution_action_shot_of_a_cheetah_sprint_72250331-b336-4423-a7c6-df26b3e37e50_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/GQIEJUcszwC_RTAvHz7_Ng/I-t1gSqxafKOdHffbmqEI4_p4OvnfcqkLZ8PZvMHY2dET4HRGGEOHXga-e_WjzfmCs6RLmDzmUzFYFiTJ852wDrADaX1E1V-JgC1FJ5NlGzU_t-gb2OWKf0HJBg0yKwzc8f6U2-wMza2LS-B1S0k9EwYUgkfYJz_65W95QOtSXbXl6xVX65xhvS0Upnu25FobwRunYgoKVVuqIENGYzGiyfEhn4d4BZvXGpc9KLwRaq-icj84Bz_kKvHryxeli8shqfBYtmh082se94YJh39Ug/bulbVVzUnxmGdgJOWg0RaWSkUQ5RdYSg8AonaGmAu5w),Midjourney,"A high-resolution action shot of a cheetah sprinting across the golden African savanna at sunset, captured by a professional wildlife photographer. The cheetah’s muscular body is sharp and in focus as it dashes at full speed, with motion blur streaking the background and dust clouds trailing behind its feet. Golden sunlight pours across the scene, illuminating the savanna grass and casting long, warm shadows. Shot with a Canon EOS R5 + RF 400mm f/2.8 lens at 1/2000s shutter speed, ISO 400. Cinematic depth of field, ultra-realistic texture detail, wildlife documentary quality, National Geographic style, HDR10+ tone mapping, ACEScg color science, perfect motion balance, breathtaking realism.",1174
"Midjourney 🎨 , ","metricsmule_The_same_character_flickers_through_4_glitchy_ver_2ffc481b-15c6-4c52-9784-7220eb009d5b_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/dgNB5m38EMfOsXCJxGaJ6g/r1-rMtLEOnJ-XUYOnIQjs73vBzMbEomWZzV1pnUV2hYh4d2xwB2uzEe0AZSisRU9KdlIylO0Pcl5sorKebHjrIPSx1KeBT0WNKJnz7mvYryXOgjWKy30y9mMy5QoRNr6p2On4fqO2ZNMY9E6YLe31dH8fNII7ahVuOSQFvBAuVlNqQdwtfzY39HNSWoSmBLEprZDxXCu-VU-A_8cAbyn6msN5rdt5_QQ48SyZXuwJrvkO7MQURSIlXIMuIKCi7rfGP0MsEZJX8PJmZri5HdyKQ/tD5RbU_3opQocbivzXBVmeUz69ZQOlZ6k8i1ptFx9DQ),metricsmule_The_same_character_flickers_through_4_glitchy_ver_2ffc481b-15c6-4c52-9784-7220eb009d5b_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/jYi87tMtiQGkYoswqjslCw/tFTUowjT7p4GdBgwTuS0YWjDzvNyk7H_jNko_eq66u1jopk-dyIaScqy7SbcbCtMwcfaKvaLSFsk7BEoJxLA4eEvE9zRf3BjXfIDykxsMNFGDto8njZrpaF3vEtWF6Wlq9LFqNVDtMT56Fwt5sTyukkDyggikWQBO-qv4fBXJCtI_q8uiqUBzpHRFn9wmkQCuIZ4PZRMsxyQZnFFCHJCfKfpxBGZngosYhJCnQAWsU1eIKoxDaBQHnkZ3JoZ8q_MnWGkqW_dKInEZ_S2ZHPBNA/jmFDOk4ZRWo9oi7MJzCjntt1Z8NZPmdw8gob9N_ojuY),metricsmule_The_same_character_flickers_through_4_glitchy_ver_2ffc481b-15c6-4c52-9784-7220eb009d5b_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/P8HNMwBc7Kxp8J253PoKBw/RuKV4ehpJuXA9wNNktEgVV7ddRrk_WCZ7WwdwmceowKVpEGXE28yP22HNSqnamx9I-xBdugNMnqTM_HdJWALN8sezmB4OJZO_R9bX2WScctTt1nbQUNtGM0g4goGD3O4_a3dlefPsFezenkEc3DtieLxUGVw_YROWp2gIctRLdaT_4DFQ95bddx6nDhUYvtsnB_cLV4v00i2lrJBuqfk0RMLDFHw2S3fKXRwKbsbG48DsECC2NOl56U2hYab_pE_La0FNfiSnBrH3-dyrgmbVg/ESj1N5mX6IB9xohuZ35uvX_wLpNtfB1Wct0HjkL9cxU)",Midjourney,"The same character flickers through 4 glitchy versions → then ""clicks"" into one clean, consistent shot.",1177
"Midjourney 🎨 Cinematic, ","metricsmule_Sony_VENICE_2_IMAX_certified_cinematic_scene_from_133685b0-a6dc-4d96-b7bf-17b519d06515_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/miRPjLbzeEhZyXFpHigqNQ/nqAU38IKFbpuycu9D5eQpqJ_i-b_ILYkRHGL9n1LhjHbdnJ2_6BCKZ9HlVYz58gdQKxsHoD1-pSdiIGXs04Stya3bIWZ5ml3lDkpxEVZZBTx7kNKKBvwHDNZowr-mHxojzlrPqv91CN5C7x852UxzBsITmCR7qS4RAvLJC0q1zctQm57f1aUgoFEZBqgixbNbrggdTcrBe4xaTGx0_lmaN0q4-5CyBj7mSjb7_BMWFgV9It66zhZPjL2ItPNcOLc6vOV3qSeH8oOCg-uz_QJfw/DYGA4iOZCTamVHBMzcsJFRElaWJAJQVRnZpRU0rJbDs),metricsmule_Sony_VENICE_2_IMAX_certified_cinematic_scene_from_133685b0-a6dc-4d96-b7bf-17b519d06515_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/aKlE8b5xtt_DGDLc696V4A/0ayhHrGR78FgX6v3p_Nn58qf50mK95OKvzb2KJwpq0pG57DiUnNcBQHTE1NuGyxGnjWy7W7waI3zLaOIPiGYksv5k5p0Sdp3lZNBLUsC-x5_6P5T3rXm6omXhXCu4fwlQS4fTKEQGNxhgcogVwPEnpf5jlOLteM-fCsV06yt6s-Fd26R7ezAMf1Pai5SsAYaWFtcNF4Y6_HxPBKsLnpyZFDAfAa_-KbCXD_aYYz7sZ9PiOO6dcnaRTEvmICYYtVnt3b-mlwVf3cXBNDoAdPLTg/Tv3KBsTdb3QWiXdwiLY37xzUOApeBfYTagViOu7r4mg)",Midjourney,Sony VENICE 2 IMAX certified: cinematic scene from a movie,1176
"Midjourney 🎨 Cinematic, ",metricsmule_A_confident_24-year-old_woman_with_windswept_aubu_160998e3-d367-48b4-a77d-70857d12a434_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/06rVUdhXACAYXhoQ_W-hSw/dfDXUCA8qxOf67ybEb2OyLEeHuImYUND9zs85HBh-d5Gt6XpM4bTe7583TLM3vPuAdNYOTB4aV9ZeGN2r-L_8t6J5If-TrjztlS8i1PKr4TzoCkqQsQG6rcITtxQIlGbltcYANUKSI7Vy_Byv_fIT9iJNrfSNmjQlfStJaD2jEAJWTxH-Q5oZb3EiR-jzlJlURBRcLb2Fdt6Rh3hRY8zmNivwdpUtqRd-555zmcsj0-UI4_h3H3fTw8NpTfoIVPlLLLdtWixUNHXX9N7R1g2oQ/zhwt5GV80oWgOWyn4jDIz6CQXilUCUT6lRNkeabu0eo),Midjourney,"A confident 24-year-old woman with windswept auburn hair, wearing a vintage haute couture leather jacket over a silk slip dress, leans against the cool, polished obsidian body of a classic 1968 Ferrari 275 GTB/4 parked on a rain-slicked neon-lit Tokyo side street at midnight, her expression a mix of melancholy and defiance as steam billows from a nearby sewer grate, catching the vibrant city glow, award-winning documentary photograph, deleted production still from a Hollywood movie, the most photorealistic image in the world, shot on ARRI Alexa 65 with Panavision T-Series Anamorphic lenses, RED V-RAPTOR 8K VistaVision, neon city glow, cinematic falloff, halation_glow2024, cinematic depth of field, ultra-detailed textures including the cracked leather of the jacket and individual rain droplets on the car's waxed surface, RAW color science, hyper-realistic imperfections like a single stray hair across her face and a faint scratch on the car's fender, shot on location, full-frame dynamic range.",1173
"Midjourney 🎨 closeup, Person, ",metricsmule_A_cinematic_closeup_portrait_of_a_young_woman_stand_f6d0ec33-7a1b-4849-9aa2-b5dc675c1733.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/v2uEEkxcKQBLzwAcpaxYIg/YrE-7OeZ7jrKa6S9X2ThSxZFNbNorto3xqK3Ajxb48Z5AOsJKoWussnVOkazxsgeII93Gw_j3yFqzqM3WdJZf0mrszteAaPwqKEC2BoemiNT-PTqicwXgCd9nPUanHTjRMkTbsSw0khW1rG-ZIFduYKV3diR92_CFrtHtxf0q8NpShatTeIPzyJxvyJtRq9CB6uEkIl3VP6OaI4F7jCxYjoaKdX_8rbThCyUu53uh14oM5TAhOz2qtF9RMySxsW--GHzcBs7ElBBEt-pAKa_Uw/jpxUjxNd3JMY8cX8rVH66U6775RhOl8FNZgDqhi7EQ4),Midjourney,"A cinematic closeup portrait of a young woman standing on an alien desert plain at dawn, golden light reflecting in her sunglasses her black, tight space outfit textured with microscopic dust and frost, hyperreal depth, shot on ARRI Alexa 65 + Panavision Primo 70mm, ProRes_4444XQ, 8K HDRi, zero noise, volumetric sunrise rays, perfect white balance, soft DOF, realistic lens bloom, high-end color grade, 8K HDRi for real-RAW sensor fidelity and hyper-sharp tonality.",1171
"Midjourney 🎨 closeup, Person, ","metricsmule_photographic_silhouette_of_a_beautiful_24_year_ol_7684976e-6f82-4749-88bf-2caec414e07d_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/mgdnE2VfojMrfIfOLsZ45Q/-B_GkzSetshgWlfB6o9Cx5DeXzjh5fQAkD7GTLkotbKOFCMNS5z14jOTiMkuX45yNJOTDOcSSpsa8VwfY7ZSPFR4FstlBwJuc7przPk45ML3KHn3gKb3cwnkQ_H6gSRxdtdBmoo8kgRGXWZe6UB9E2-ogkHPkxBwXbK3--fPT8UPCtzFFyE7f8VMrHuM4bL89nDWEVx59gb21O0E-YXV1QLYwW5pBMYTeClkIFkqlX8LNVYjfe_-3-GXC66a4RCiD3T6XqLDLHidSPXFvHRTyQ/VsIStNHgcP2AV5fZmETgZKmaN1haM8IbnuHW0Rm4-2U),metricsmule_photographic_silhouette_of_a_beautiful_24_year_ol_7684976e-6f82-4749-88bf-2caec414e07d_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/65JLrIi-E3wRCOh0VzdFlw/5YVcsrYAj1WlXQhZQ14xKzPgW-W_APCtpFIFfw-gKZjo6o7mqu6bYtBfCNGkQo_26tdNsSMyW7NlTJUwOskO9IY9T3EA2-0X0Tpr7uYGiegdhp3YzNQ5ePAE-bD18vlUohHSlUYLvQtZxiu6NYpZuIyUPc-KH4ddsbvF3A0l3rZseg8efnGj3owzmH-ljyoecHLvjl32PQIOvYlIjqRTBmq8vrt2fkUXahGRUM0uryRg-_pRNgCoHya4kKgo4DT9ev1SXyHN70ELOBIeRNhljg/0xfBJYq3ezijUebsSfwjBF1iePKnWk_5joEnl9T9Lmc)",Midjourney,"photographic silhouette of a beautiful 24 year old woman, she's a queen wearing a diamond encrusted crown, wearing high-end fashion techwear, background is a prussian blue gradient, clothing is minimal, hyperrealistic scene, the woman is just slightly visible due to dark shadows, she is wearing thick white glasses, long wavy hair, a black hat with the word ""PROMPTS"" on it",1169
